 ,Image Link,Design Name, ,SKU Code,,Size,UOM,QTY,CP,remarks,CP/QTY,Total CP,SP,Margin,New SKU Name,,Type,,Finish,Color,,Length,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/E7B88712-495D-4F0B-A723-8134484295BD.jpg,,Platform,,flex skiting,4x4,,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Structures,,pole base 10ft,,,16,,,,,,,,Structures,Pole base,10 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Structures,,metal circle stande 3x30,,,1,,,,,,,,Structures,Standee,Custom Size,circle,metal  ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Structures,,metal frame 10x4,,,10,,,,,,,,Structures,Frame,Custom Size,NA,metal  ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Structures,,metal rings 1.5 dia,,,7,,,,,,,,Structures,Ring / Circle,Custom Size,NA,metal  ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Fabric,,Crepe High Quality,white,meters,200,,,,,,,,Fabric,crepe,High quality,plain,white,multi-use,200,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Fabric,,Crepe High Quality,purple,meters,80,,,,,,,,Fabric,crepe,High quality,plain,purple,multi-use,80,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Fabric,,Crepe High Quality,pink colour,,400,,,,,,,,Fabric,crepe,High quality,plain,pink,multi-use,400,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Props&Accessorie,, ribbon,gold colour,,80,,,,,,,,Props & accessories,Ribbon,NA,Gold,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Furniture,,Mandap Chair- 1 seater,,,6,,,,,,,,Furniture,mandap chair (Mane),Rajwadi,NA,1 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Lighting,,LED Par can Warm white,,,24,,,,,,,,Lighting,NA,LED,Standard Output,Warm White,Floor Mounted (base / stand),No Effect,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Lighting,,basic sound,,,1,,,,,,,,Lighting,Sound system,NA,Standard Output,NA,Floor Mounted (base / stand),NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,Ball Pins - (Packet of 100),,,40,,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,Binding Wire,,,10,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,Fish Wire,,,5,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,Oasis Brick,,,60,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,Black Mesh Net,,,4,,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/98757C61-2B64-49F6-B344-4A5F03AB5289.jpeg,,Hardware,,GI Wie,,,3,,,,,,,,Hardware,Wire,Standard,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
 ,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,Platform,,Platform 2 feet height,16x16,,1,,,,,,,,Platform,16*16 feet,step,Carpet,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Platform,,Beige Carpet,16x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Platform,,fabric skirting,1x72,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Platform,,Double step,2 sides,,2,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Platform,,flex skirting,6x6,,2,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Structures,,pole base 10ft,,,4,,,,,,,,Structures,Pole base,10 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Structures,,Rectangular Pole column (8-12) feet,,,4,,,,,,,,Structures,Pole Column,Custom Size,Rectangle,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real flowers,,Twigs,,,20,,,,,,,,Flowers,Real,Twig tree,Brown,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real Flowers,,Asparagus Ferns,,,12,,,,,,,,Flowers,Real,Fern,green,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real Flowers,,Baby Pink Rose (Real),,,25,,,,,,,,Flowers,Real,Rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real Flowers,,Kamini (Real),,,25,,,,,,,,Flowers,Real,Kamini,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real Flowers,,Red Rose (Real),,,10,,,,,,,,Flowers,Real,Rose,Red,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real Flowers,,purple lily,,,15,,,,,,,,Flowers,Real,Lily,Purple,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Real Flowers,,Dry paddy leaf,,,2,,,,,,,,Flowers,Real,leaf,green,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Artificial Flowers,,Dry paddy leaf,4ft,,4,,,,,,,,Flowers,Artificial,leaf,Brown,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Furniture,,mandap chair,,,2,,,,,,,,Furniture,mandap chair (Mane),NA,NA,1 seater,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Props&Accessorie,,Brass Planter Vase - 1.6H Feet,,,1,,,,,,,,Props & accessories,Vase,Brass,natural,1.6 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Furniture,,Banquet Chair with Cover,,,200,,,,,,,,Furniture,chair,NA,plastic,1 seater,No cushioning,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Hardware,,Binding Wire,,,6,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Hardware,,Fish Wire,,,4,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Hardware,,Oasis Brick,,,30,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Hardware,,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/065b816d-40ce-4078-8259-cb9b33e93ce5/92C44D7B-4CFD-4125-9F34-E01038DCA578.jpg,,Hardware,,GI Wie,,,2,,,,,,,,Hardware,Wire,Standard,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
6,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,Blush horizon,Platform,,Platform 2 feet height,20x20,,1,,,,,,,,Platform,20*20 feet,step,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Platform,,White Flex,20x20,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Platform,,Double step,,,2,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Platform,,flex skirting,2x80,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Platform,,White Flex,6x6,,2,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Structures,,pole base 12ft,,,4,,,,,,,,Structures,Pole base,12 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Structures,,metal circle stande 16x16,,,1,,,,,,,,Structures,Standee,16 × 16 Feet,circle,metal  ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Real flowers,,Kamini (Real),,,150,,,,,,,,Flowers,Real,Kamini,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Real flowers,,Milky White Rose (Real),,,80,,,,,,,,Flowers,Real,Rose,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Real flowers,,White Baby's Breath (Real),,,40,,,,,,,,Flowers,Real,baby's breath,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Real flowers,,Baby Pink Rose (Real),,,80,,,,,,,,Flowers,Real,Rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Real flowers,,Purple Daisy (Real),,,50,,,,,,,,Flowers,Real,daisy,Purple,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Artificial Flowers,,White Orchid,,,80,,,,,,,,Flowers,Artificial,orchid,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Artificial Flowers,,White Rose,,,300,,,,,,,,Flowers,Artificial,Rose,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Artificial Flowers,,Dark Pink Rose,,,300,,,,,,,,Flowers,Artificial,Rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Artificial Flowers,,White Carnation,,,200,,,,,,,,Flowers,Artificial,carnation,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Artificial Flowers,,Dark Pink Carnation,,,200,,,,,,,,Flowers,Artificial,carnation,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Furniture,,Mandap Chair- 1 seater,,,4,,,,,,,,Furniture,mandap chair (Mane),Marble\classic,NA,1 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Props&Accessorie,,Havan Kund,,,1,,,,,,,,Props & accessories,Havan kund,Metal (generic),natural,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Fabric,,Satin,,,60,,,,,,,,Fabric,satin,NA,plain,pink,multi-use,60,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,Binding Wire,,,6,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,Fish Wire,,,4,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,Oasis Brick,,,100,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,GI Wie,,,2,,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,Black Mesh Net,,,6,,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,White mesh net,20x20,,1,,,,,,,,Hardware,Mesh Net,White,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/EF315845-EDA4-4782-B118-55AA28492855.jpg,,Hardware,,broom stick,,,50,,,,,,,,Hardware,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
7,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,Anvaya,Structures,,pole base 8ft,,,4,,,,,,,,Structures,Pole base,8 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Structures,,Rectangular Pole column (8-16) feet,,,4,,,,,,,,Structures,Pole Column,Custom Size,Rectangle,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Fabric,,Crepe High Quality,pink,,32,,,,,,,,Fabric,crepe,High quality,plain,pink,multi-use,32,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Fabric,,Crepe High Quality,orange,,32,,,,,,,,Fabric,crepe,High quality,plain,orange,multi-use,32,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Fabric,,Crepe High Quality,white,,15,,,,,,,,Fabric,crepe,High quality,plain,white,multi-use,15,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Artificial Flowers,,Off White Hydrangea,,,30,,,,,,,,Flowers,Artificial,Hydrangea,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Artificial Flowers,,Baby Pink Rose,,,120,,,,,,,,Flowers,Artificial,Rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Artificial Flowers,,Light Peach Rose,,,120,,,,,,,,Flowers,Artificial,Rose,Peach,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Artificial Flowers,,White Rose,,,120,,,,,,,,Flowers,Artificial,Rose,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Real Flowers,,Kamini (Real),,,25,,,,,,,,Flowers,Real,Kamini,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Real Flowers,,Light Pink Rose (Real),,,15,,,,,,,,Flowers,Real,Rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Real Flowers,,Baby Pink Rose (Real),,,15,,,,,,,,Flowers,Real,Rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Real Flowers,,White Rose (Real),,,15,,,,,,,,Flowers,Real,Rose,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Furniture,,Mandap Chair- 1 seater,,,4,,,,,,,,Furniture,mandap chair (Mane),NA,NA,1 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Hardware,,Binding Wire,,,4,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Hardware,,Fish Wire,,,2,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Hardware,,Oasis Brick,,,20,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Hardware,,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Hardware,,GI Wie,,,1,,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/aca3819b-93cc-4b36-beb6-bc63882f241f/39E05EE0-6046-427A-92CC-5DEDC36CF090.jpg,,Hardware,,Black Mesh Net,,,2,,,,,,,,Hardware,Mesh Net,Black,,,,,,
