 ,Image Link,Design Name, ,SKU Code,,Size,UOM,QTY,CP,remarks,CP/QTY,Total CP,SP,Margin,New SKU Name,,Type,,Finish,Color,,Length,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0030,Purple Chrysanthemum (Real),,,220,,,,,,,,Flowers,Real,Chrysanthemum,Purple,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0095,orange rose ,,,60,,,,,,,,Flowers,Real,Rose,Orange,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0001,Kamini (Real),,,90,,,,,,,,Flowers,Real,Kamini,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0014,Flamingo Pink Rose (Real),,,50,,,,,,,,Flowers,Real,Flamingo rose,Pink,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0005,Milky White Chrysanthemum (Real),,,60,,,,,,,,Flowers,Real,Chrysanthemum,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0042,Palm Leaves (Real),,,65,,,,,,,,Flowers,Real,Palm,green,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0029,Eucalyptus (Real),,,25,,,,,,,,Flowers,Real,Eucalyptus,NA,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Real flowers,RF0065,tuberose ilaka end Ganeri,,,200,,,,,,,,Flowers,Real,Tuberose,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0014,Green Oasis Sheet,12x12,,1,,,,,,,,Hardware,Oasis Handle,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0017,Binding Wire,,,12,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0018,Fish Wire,,,4,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0021,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0019,GI Wie,,,2,,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0022,broom stick,,,20,,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0009,Oasis Brick,,,250,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Hardware,HW0001,Black Mesh Net,,,16,,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Structures,ST0060,Labour,,,12,,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/b2d6e801-0993-4023-90a5-e35e3324a813/CAF446C4-1DCC-42A8-AF22-55A8282AB2DC.jpg,,Structures,ST0061,Transportation,,,1,,,,,,,,Structures,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
137,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Platform,PF0009,Platform 1 feet height,20x16,,1,,,,,,,,Platform,custom size,NA,Carpet,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Platform,PF0005,Colored Carpet,20x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Platform,PF0020,flex skirting,20x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Structures,ST0186,hexagonal mdf mandap,10w12w ,,1,,,,,,,,Structures,Custom STR,Custom Size,NA,MDF,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Fabric,FB0001,Crepe High Quality,,mts,25,,,,,,,,Fabric,crepe,High quality,plain,red,multi-use,25,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Furniture,FU0038,Mandap Chair- 1 seater,,,4,,,,,,,,Furniture,mandap chair (Mane),Antique,NA,1 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Props&Accessorie,PA0114,Havan Kund,,,1,,,,,,,,Props & accessories,Havan kund,Metal (generic),natural,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Real flowers,RF0131,tuberose string with lotus ending,,,130,,,,,,,,Flowers,Real,Tuberose,White,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Real flowers,RF0034,Plum Purple Chrysanthemum (Real),,,48,,,,,,,,Flowers,Real,Chrysanthemum,Purple,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Real flowers,RF0030,Purple Chrysanthemum (Real),,,20,,,,,,,,Flowers,Real,Chrysanthemum,Purple,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Real flowers,RF0095,orange rose ,,,8,,,,,,,,Flowers,Real,Rose,Orange,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Real flowers,RF0001,Kamini (Real),,,16,,,,,,,,Flowers,Real,Kamini,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0017,Binding Wire,,,6,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0018,Fish Wire,,,2,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0021,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0019,GI Wie,,,2,,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0022,broom stick,,,10,,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0009,Oasis Brick,,,30,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Hardware,HW0001,Black Mesh Net,,,6,,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Structures,ST0060,Labour,,,12,,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/F1AB436D-5A70-4BE8-B7F7-820890C39033.png,,Structures,ST0061,Transportation,,,1,,,,,,,,Structures,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
138,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Platform,PF0010,Platform 2 feet height,24x16,,1,,,,,,,,Platform,custom size,step,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Platform,PF0020,flex skirting,24x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Platform,PF0003,Printed Flex,24x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Platform,PF0015,Triple Step,,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Structures,ST0164,parabola metal  arch,7w12h,,6,,,,,,,,Structures,Arch,Custom Size,NA,metal  ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Real flowers,RF0005,Milky White Chrysanthemum (Real),,lot,150,,,,,,,,Flowers,Real,Chrysanthemum,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Real flowers,RF0006,Red Rose (Real),,lot,415,,,,,,,,Flowers,Real,Rose,Red,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Real flowers,RF0008,Light Pink Rose (Real),,lot,18,,,,,,,,Flowers,Real,Rose,Pink,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Real flowers,RF0001,Kamini (Real),,,220,,,,,,,,Flowers,Real,Kamini,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0017,Binding Wire,,,6,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0018,Fish Wire,,,4,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0021,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0019,GI Wie,,,2,,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0022,broom stick,,,15,,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0009,Oasis Brick,,,280,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Hardware,HW0001,Black Mesh Net,,,22,,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Structures,ST0060,Labour,,,16,,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/DECORATION/1dca9fad-7303-48ff-aae9-60cf9cb3a121/ACF4723C-148E-4832-8B27-22EE4667E4B2.jpg,,Structures,ST0061,Transportation,,,1,,,,,,,,Structures,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
139,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Platform,PF0009,Platform 1 feet height,16x16,,1,,,,,,,,Platform,16*16 feet,NA,Carpet,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Platform,PF004,Beige Carpet,16x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Platform,PF0020,flex skirting,16x16,,1,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Furniture,FU0038,Mandap Chair- 1 seater,,,6,,,,,,,,Furniture,mandap chair (Mane),Antique,NA,1 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Fabric,FB0001,Crepe High Quality,,mts,65,,,,,,,,Fabric,crepe,High quality,plain,white,multi-use,65,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Structures,ST0085,8-12 ft pole column extension,,,4,,,,,,,,Structures,Pole Column,Custom Size,extension,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Structures,ST0038,pole base 8ft,,,4,,,,,,,,Structures,Pole base,8 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Structures,ST0025,Frames 8x4,,,4,,,,,,,,Structures,Frame,8 × 4 Feet,NA,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Real flowers,RF0149,chrysanthem string withyellow marigold,,,700,,,,,,,,Flowers,Real,Chrysanthemum,,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Real flowers,RF0150,coconut leaf parrot,,,32,,,,,,,,Flowers,Real,leaf,green,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Real flowers,RF0127,chrysanthemum string,8ft,,50,,,,,,,,Flowers,Real,Chrysanthemum,,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Real flowers,RF0017,White Tuberose Stem (Real),,,2,,,,,,,,Flowers,Real,Tuberose,White,Stem,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Props&Accessorie,PA0114,Havan Kund,,,1,,,,,,,,Props & accessories,Havan kund,Metal (generic),natural,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Props&Accessorie,PA0265,Cylindrical Pickle Jar (Barni),,,2,,,,,,,,Props & accessories,Jar,Ceramic,white,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Props&Accessorie,PA0103,Brass Dia Lamp,1ft,,4,,,,,,,,Props & accessories,Lamp,Brass,natural,1 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Props&Accessorie,PA0103,Brass Dia Lamp,1.5ft,,4,,,,,,,,Props & accessories,Lamp,Brass,natural,1.5 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Structures,ST0107,kaboor jaali,12x12,,1,,,,,,,,Structures,Jaali,12 × 12 Feet,NA,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Props&Accessorie,PA0354,silver round bell,1.5 inch w,,700,,,,,,,,Props & accessories,Bell,NA,Silver,1.5 inches,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0017,Binding Wire,,,8,,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0018,Fish Wire,,,2,,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0021,Tool kit,,,1,,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0019,GI Wie,,,1,,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0022,broom stick,,,10,,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0009,Oasis Brick,,,5,,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Hardware,HW0001,Black Mesh Net,,,1,,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Structures,ST0060,Labour,,,8,,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/1EEF673E-E641-4FDF-BC46-2348824265AD.jpg,,Structures,ST0061,Transportation,,,1,,,,,,,,Structures,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
140,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/AF47BC59-A05C-4370-A7CE-569280F20D4E.jpg,,Platform,PF0009,Platform 1 feet height,16x16,,,,,,,,,,Platform,16*16 feet,NA,Carpet,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/AF47BC59-A05C-4370-A7CE-569280F20D4E.jpg,,Platform,PF004,Beige Carpet,16x16,,,,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/weddings/ideabook/PHOTOGRAPHY/e82353ef-9077-4c75-8a7e-9a32714c59eb/AF47BC59-A05C-4370-A7CE-569280F20D4E.jpg,,Platform,PF0020,flex skirting,16x16,,,,,,,,,,,,,,,,,,
